0	48526	0.0000000
0	48526	0.0000000
0	38339	0.0000000
0	38339	0.0000000
0	38339	0.0000000
0	38339	0.0000000
0	38339	0.0000000
0	38339	0.0000000
0	38339	0.0000000
0	825337	0.0000000
0	1419237	0.0000000
0	487065	0.0000000
0	193069	0.0000000
0	193069	0.0000000
0	193069	0.0000000
0	193069	0.0000000
0	550814	0.0000000
1	78652	0.7056400
1	78652	0.7056400
1	78652	0.7056400
1	65978	0.6490952
0	262186	0.0000000
0	118283	0.0000000
1	1057688	0.0783341
2	419502	0.0205386
2	384459	0.0170499
1	374207	0.0111329
1	1082182	0.0038496
0	315532	0.0000000
0	315532	0.0000000
0	205483	0.0000000
0	704412	0.0000000
0	174478	0.0000000
0	1456699	0.0000000
0	1248306	0.0000000
0	1345396	0.0000000
0	687346	0.0000000
0	1154285	0.0000000
0	687005	0.0000000
0	1197195	0.0000000
0	1214644	0.0000000
0	1085984	0.0000000
0	743990	0.0000000
0	287839	0.0000000
0	365271	0.0000000
0	365271	0.0000000
0	365271	0.0000000
0	365271	0.0000000
0	365271	0.0000000
0	365271	0.0000000
0	365271	0.0000000
0	832210	0.0000000
0	901645	0.0000000
0	364932	0.0000000
0	364932	0.0000000
0	364932	0.0000000
0	364932	0.0000000
0	831810	0.0000000
0	831869	0.0000000
0	831869	0.0000000
0	831869	0.0000000
0	831869	0.0000000
0	831869	0.0000000
0	831869	0.0000000
0	901304	0.0000000
0	901304	0.0000000
0	901304	0.0000000
0	831815	0.0000000
0	121460	0.0000000
1	211548	1.0000000
0	101671	0.0000000
0	112395	0.0000000
0	863925	0.0000000
0	795057	0.0000000
0	1105459	0.0000000
0	83888	0.0000000
0	848204	0.0000000
0	197004	0.0000000
1	98788	0.5199012
1	513620	0.6760523
1	907692	0.1377218
0	908354	0.0000000
0	1047258	0.0000000
0	838660	0.0000000
0	939367	0.0000000
0	926324	0.0000000
0	722640	0.0000000
0	344970	0.0000000
0	229447	0.0000000
0	223885	0.0000000
0	667082	0.0000000
0	343314	0.0000000
0	66888	0.0000000
3	155423	0.2723599
3	155423	0.2723599
3	117341	0.3607520
2	94655	0.3930379
2	94655	0.3930379
2	94655	0.3930379
0	50608	0.0000000
0	50608	0.0000000
0	50608	0.0000000
0	186062	0.0000000
0	55985	0.0000000
0	106960	0.0000000
0	658847	0.0000000
0	658847	0.0000000
0	303128	0.0000000
0	290164	0.0000000
0	121985	0.0000000
0	290164	0.0000000
0	283690	0.0000000
0	90343	0.0000000
0	180578	0.0000000
0	579728	0.0000000
1	260629	0.0377049
0	58651	0.0000000
0	58651	0.0000000
0	58651	0.0000000
0	58651	0.0000000
0	148202	0.0000000
1	117870	1.0000000
0	320402	0.0000000
0	70856	0.0000000
0	677366	0.0000000
0	549720	0.0000000
0	172366	0.0000000
0	172366	0.0000000
0	50026	0.0000000
0	198127	0.0000000
0	198127	0.0000000
0	82620	0.0000000
0	179447	0.0000000
0	179447	0.0000000
0	179447	0.0000000
0	130084	0.0000000
0	157508	0.0000000
0	157508	0.0000000
0	153446	0.0000000
0	191249	0.0000000
0	165535	0.0000000
0	128550	0.0000000
0	178191	0.0000000
0	150607	0.0000000
0	65181	0.0000000
0	103826	0.0000000
0	90940	0.0000000
0	75074	0.0000000
0	75074	0.0000000
0	58463	0.0000000
0	36239	0.0000000
0	80917	0.0000000
0	80917	0.0000000
0	124588	0.0000000
1	167228	0.4954493
0	115218	0.0000000
0	230870	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	296169	0.0000000
0	496584	0.0000000
0	762773	0.0000000
0	762773	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	658748	0.0000000
0	728183	0.0000000
0	658409	0.0000000
0	191468	0.0000000
0	234111	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	658407	0.0000000
0	727842	0.0000000
0	658373	0.0000000
0	727846	0.0000000
0	151032	0.0000000
0	234060	0.0000000
0	608290	0.0000000
0	86485	0.0000000
0	544355	0.0000000
0	544355	0.0000000
0	66836	0.0000000
11	203012	0.0980533
3	47344	0.0392447
3	47344	0.0392447
1	111273	0.0285424
2	76570	0.2380175
2	76570	0.2380175
2	76570	0.2380175
3	157886	0.1875784
0	59108	0.0000000
0	188628	0.0000000
0	230068	0.0000000
0	368553	0.0000000
0	181636	0.0000000
0	181636	0.0000000
0	116744	0.0000000
0	116744	0.0000000
0	132113	0.0000000
0	132172	0.0000000
0	206577	0.0000000
0	136988	0.0000000
0	60346	0.0000000
0	60346	0.0000000
0	159708	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	137334	0.0000000
0	95186	0.0000000
0	95186	0.0000000
0	95186	0.0000000
0	95186	0.0000000
0	86294	0.0000000
0	92366	0.0000000
0	66474	0.0000000
0	194095	0.0000000
0	73272	0.0000000
0	83479	0.0000000
0	101279	0.0000000
0	173109	0.0000000
0	77176	0.0000000
0	77541	0.0000000
0	64248	0.0000000
0	364726	0.0000000
0	317819	0.0000000
0	480454	0.0000000
0	645865	0.0000000
0	410972	0.0000000
0	410767	0.0000000
0	410767	0.0000000
0	410767	0.0000000
0	410767	0.0000000
0	410767	0.0000000
0	410632	0.0000000
0	410631	0.0000000
0	410631	0.0000000
0	398144	0.0000000
0	398144	0.0000000
0	179271	0.0000000
0	298076	0.0000000
0	57604	0.0000000
0	64298	0.0000000
0	35982	0.0000000
0	35982	0.0000000
0	251151	0.0000000
0	90974	0.0000000
0	85313	0.0000000
0	52082	0.0000000
0	28093	0.0000000
1	74181	0.0691282
2	76802	0.4844014
1	43589	0.6148111
